user_loc,fr_loc,scaled_sci,categories
FR,WS,537,France
FR,YT,304984,France
FR,ZA,706,France
FR,ZM,637,France
FR,ZW,548,France
GB,AE,13775,United kingdom
GB,AF,6017,United kingdom
GB,AG,40165,United kingdom
GB,AL,24637,United kingdom
GB,AM,1011,United kingdom
GB,AO,3015,United kingdom
GB,AR,889,United kingdom
GB,AT,9074,United kingdom
GB,AU,27247,United kingdom
GB,AW,4666,United kingdom
GB,AZ,1038,United kingdom
GB,BA,2130,United kingdom
GB,BB,34305,United kingdom
GB,BD,2480,United kingdom
GB,BE,8675,United kingdom
GB,BF,515,United kingdom
GB,BG,36384,United kingdom
GB,BH,8217,United kingdom
GB,BI,1662,United kingdom
GB,BJ,874,United kingdom
GB,BN,7288,United kingdom
GB,BO,670,United kingdom
GB,BR,1540,United kingdom
GB,BS,7975,United kingdom
GB,BT,841,United kingdom
GB,BW,5369,United kingdom
GB,BY,2026,United kingdom
GB,BZ,3552,United kingdom
GB,CA,10675,United kingdom
GB,CD,2007,United kingdom
GB,CF,1175,United kingdom
GB,CG,1880,United kingdom
GB,CH,15031,United kingdom
GB,CI,1427,United kingdom
GB,CL,902,United kingdom
GB,CM,2716,United kingdom
GB,CO,820,United kingdom
GB,CR,1199,United kingdom
GB,CV,13591,United kingdom
GB,CW,4654,United kingdom
GB,CY,55685,United kingdom
GB,CZ,7859,United kingdom
GB,DE,8767,United kingdom
GB,DJ,5943,United kingdom
GB,DK,10440,United kingdom
GB,DO,1666,United kingdom
GB,DZ,706,United kingdom
GB,EC,1008,United kingdom
GB,EE,9518,United kingdom
GB,EG,1150,United kingdom
GB,ES,11360,United kingdom
GB,ET,4307,United kingdom
GB,FI,6821,United kingdom
GB,FJ,13387,United kingdom
GB,FM,455,United kingdom
GB,FR,6233,United kingdom
GB,GA,1144,United kingdom
GB,GB,771894,United kingdom
GB,GD,63726,United kingdom
GB,GE,2017,United kingdom
GB,GF,1754,United kingdom
GB,GH,11744,United kingdom
GB,GM,31937,United kingdom
GB,GN,2266,United kingdom
GB,GP,3290,United kingdom
GB,GQ,5035,United kingdom
GB,GR,20355,United kingdom
GB,GT,294,United kingdom
GB,GU,3027,United kingdom
GB,GW,20253,United kingdom
GB,GY,7247,United kingdom
GB,HK,13491,United kingdom
GB,HN,798,United kingdom
GB,HR,4944,United kingdom
GB,HT,476,United kingdom
GB,HU,16668,United kingdom
GB,ID,327,United kingdom
GB,IE,92677,United kingdom
GB,IM,226471,United kingdom
GB,IN,1484,United kingdom
GB,IS,20674,United kingdom
GB,IT,11968,United kingdom
GB,JE,210861,United kingdom
GB,JM,29435,United kingdom
GB,JO,1847,United kingdom
GB,JP,1713,United kingdom
GB,KE,3493,United kingdom
GB,KG,558,United kingdom
GB,KH,328,United kingdom
GB,KI,661,United kingdom
GB,KM,318,United kingdom
GB,KR,1212,United kingdom
GB,KW,4499,United kingdom
GB,KY,76300,United kingdom
GB,KZ,717,United kingdom
GB,LA,333,United kingdom
GB,LB,4632,United kingdom
GB,LC,48761,United kingdom
GB,LK,6395,United kingdom
GB,LR,3660,United kingdom
GB,LS,630,United kingdom
GB,LT,43236,United kingdom
GB,LU,18602,United kingdom
GB,LV,39433,United kingdom
GB,LY,2021,United kingdom
GB,MA,1170,United kingdom
GB,MD,24654,United kingdom
GB,ME,4162,United kingdom
GB,MG,385,United kingdom
GB,MK,9020,United kingdom
GB,ML,654,United kingdom
GB,MM,417,United kingdom
GB,MN,838,United kingdom
GB,MO,6327,United kingdom
GB,MQ,2973,United kingdom
GB,MR,609,United kingdom
GB,MT,51182,United kingdom
GB,MU,15599,United kingdom
GB,MV,5147,United kingdom
GB,MW,3787,United kingdom
GB,MX,478,United kingdom
GB,MY,2357,United kingdom
GB,MZ,1175,United kingdom
GB,NC,1211,United kingdom
GB,NE,718,United kingdom
GB,NG,6997,United kingdom
GB,NI,415,United kingdom
GB,NL,11637,United kingdom
GB,NO,12832,United kingdom
GB,NP,3970,United kingdom
GB,NZ,32750,United kingdom
GB,OM,4913,United kingdom
GB,PA,955,United kingdom
GB,PE,503,United kingdom
GB,PF,1381,United kingdom
GB,PG,612,United kingdom
GB,PH,2213,United kingdom
GB,PK,4639,United kingdom
GB,PL,22410,United kingdom
GB,PR,958,United kingdom
GB,PT,26369,United kingdom
GB,PY,600,United kingdom
GB,QA,8643,United kingdom
GB,RE,1461,United kingdom
GB,RO,57742,United kingdom
GB,RS,3884,United kingdom
GB,RW,1692,United kingdom
GB,SA,3190,United kingdom
GB,SB,939,United kingdom
GB,SC,21871,United kingdom
GB,SE,10874,United kingdom
GB,SG,9981,United kingdom
GB,SI,5701,United kingdom
GB,SK,16014,United kingdom
GB,SL,17504,United kingdom
GB,SN,2174,United kingdom
GB,SR,1468,United kingdom
GB,ST,38086,United kingdom
GB,SV,705,United kingdom
GB,SZ,2413,United kingdom
GB,TD,2008,United kingdom
GB,TG,1274,United kingdom
GB,TH,1185,United kingdom
GB,TJ,776,United kingdom
GB,TL,51363,United kingdom
GB,TN,1659,United kingdom
GB,TO,3469,United kingdom
GB,TR,2633,United kingdom
GB,TT,12103,United kingdom
GB,TW,1044,United kingdom
GB,TZ,2055,United kingdom
GB,UA,1917,United kingdom
GB,UG,7174,United kingdom
GB,US,5261,United kingdom
GB,UY,1013,United kingdom
GB,UZ,623,United kingdom
GB,VC,60782,United kingdom
GB,VN,521,United kingdom
GB,VU,1012,United kingdom
GB,WS,1098,United kingdom
GB,YT,575,United kingdom
GB,ZA,4054,United kingdom
GB,ZM,3109,United kingdom
GB,ZW,20517,United kingdom
IN,AE,36329,India
IN,AF,2354,India
IN,AG,522,India
IN,AL,182,India
IN,AM,288,India
IN,AO,807,India
IN,AR,144,India
IN,AT,312,India
IN,AU,2661,India
IN,AW,389,India
IN,AZ,228,India
IN,BA,121,India
IN,BB,370,India
IN,BD,6802,India
IN,BE,312,India
IN,BF,872,India
IN,BG,159,India
IN,BH,28915,India
IN,BI,1090,India
IN,BJ,1791,India
IN,BN,3646,India
IN,BO,191,India
IN,BR,221,India
IN,BS,320,India
IN,BT,8470,India
IN,BW,869,India
IN,BY,320,India
IN,BZ,546,India
IN,CA,3276,India
IN,CD,1128,India
IN,CF,698,India
IN,CG,809,India
IN,CH,574,India
IN,CI,984,India
IN,CL,95,India
IN,CM,687,India
IN,CO,208,India
IN,CR,234,India
IN,CV,185,India
IN,CW,502,India
IN,CY,2168,India
IN,CZ,174,India
IN,DE,556,India
IN,DJ,1032,India
IN,DK,320,India
IN,DO,376,India
IN,DZ,273,India
IN,EC,197,India
IN,EE,244,India
IN,EG,340,India
IN,ES,229,India
IN,ET,770,India
IN,FI,275,India
IN,FJ,1444,India
IN,FM,410,India
IN,FR,213,India
IN,GA,678,India
IN,GB,1484,India
IN,GD,554,India
IN,GE,350,India
IN,GF,229,India
IN,GH,2201,India
IN,GM,1168,India
IN,GN,826,India
IN,GP,127,India
IN,GQ,968,India
IN,GR,335,India
IN,GT,189,India
IN,GU,240,India
IN,GW,588,India
IN,GY,1157,India
IN,HK,600,India
IN,HN,352,India
IN,HR,207,India
IN,HT,738,India
IN,HU,167,India
IN,ID,501,India
IN,IE,1835,India
IN,IM,358,India
IN,IN,142229,India
IN,IS,221,India
IN,IT,403,India
IN,JE,520,India
IN,JM,730,India
IN,JO,579,India
IN,JP,248,India
IN,KE,1587,India
IN,KG,288,India
IN,KH,502,India
IN,KI,834,India
IN,KM,416,India
IN,KR,215,India
IN,KW,23810,India
IN,KY,3134,India
IN,KZ,232,India
IN,LA,284,India
IN,LB,415,India
IN,LC,617,India
IN,LK,2734,India
IN,LR,2637,India
IN,LS,572,India
IN,LT,185,India
IN,LU,954,India
IN,LV,403,India
IN,LY,298,India
IN,MA,383,India
IN,MD,142,India
IN,ME,201,India
IN,MG,909,India
IN,MK,171,India
IN,ML,804,India
IN,MM,500,India
IN,MN,206,India
IN,MO,829,India
IN,MQ,94,India
IN,MR,608,India
IN,MT,3329,India
IN,MU,3031,India
IN,MV,9788,India
IN,MW,1053,India
IN,MX,152,India
IN,MY,1830,India
IN,MZ,1044,India
IN,NC,73,India
IN,NE,1009,India
IN,NG,1277,India
IN,NI,392,India
IN,NL,502,India
IN,NO,331,India
IN,NP,13094,India
IN,NZ,3205,India
IN,OM,24910,India
IN,PA,357,India
IN,PE,167,India
IN,PF,81,India
IN,PG,1349,India
IN,PH,1054,India
IN,PK,3922,India
IN,PL,149,India
IN,PR,102,India
IN,PT,615,India
IN,PY,444,India
IN,QA,29335,India
IN,RE,177,India
IN,RO,224,India
IN,RS,194,India
IN,RW,1808,India
IN,SA,13234,India
IN,SB,779,India
IN,SC,9401,India
IN,SE,479,India
IN,SG,7387,India
IN,SI,181,India
IN,SK,133,India
IN,SL,2790,India
IN,SN,515,India
IN,SR,701,India
IN,ST,512,India
IN,SV,181,India
IN,SZ,814,India
IN,TD,739,India
IN,TG,1309,India
IN,TH,231,India
IN,TJ,434,India
IN,TL,635,India
IN,TN,244,India
IN,TO,505,India
IN,TR,208,India
IN,TT,662,India
IN,TW,130,India
IN,TZ,1599,India
IN,UA,280,India
IN,UG,2127,India
IN,US,780,India
IN,UY,164,India
IN,UZ,297,India
IN,VC,366,India
IN,VN,257,India
IN,VU,329,India
IN,WS,409,India
IN,YT,194,India
IN,ZA,417,India
IN,ZM,1437,India
IN,ZW,616,India
JP,AE,3520,Japan
JP,AF,683,Japan
JP,AG,824,Japan
JP,AL,239,Japan
JP,AM,267,Japan
JP,AO,208,Japan
JP,AR,417,Japan
JP,AT,1518,Japan
JP,AU,4713,Japan
JP,AW,867,Japan
JP,AZ,262,Japan
JP,BA,235,Japan
JP,BB,727,Japan
JP,BD,855,Japan
JP,BE,1260,Japan
JP,BF,355,Japan
JP,BG,558,Japan
JP,BH,2459,Japan
JP,BI,206,Japan
JP,BJ,333,Japan
JP,BN,3351,Japan
JP,BO,1017,Japan
JP,BR,1641,Japan
JP,BS,685,Japan
JP,BT,3645,Japan
JP,BW,369,Japan
JP,BY,702,Japan
JP,BZ,403,Japan
JP,CA,2654,Japan
JP,CD,254,Japan
JP,CF,305,Japan
JP,CG,283,Japan
JP,CH,3180,Japan
JP,CI,223,Japan
JP,CL,494,Japan
JP,CM,639,Japan
JP,CO,267,Japan
JP,CR,563,Japan
JP,CV,273,Japan
JP,CW,532,Japan
JP,CY,1921,Japan
JP,CZ,918,Japan
JP,DE,1625,Japan
JP,DJ,494,Japan
JP,DK,1330,Japan
JP,DO,441,Japan
JP,DZ,129,Japan
JP,EC,198,Japan
JP,EE,1116,Japan
JP,EG,204,Japan
JP,ES,1166,Japan
JP,ET,235,Japan
JP,FI,1741,Japan
JP,FJ,2613,Japan
JP,FM,3198,Japan
JP,FR,1436,Japan
JP,GA,259,Japan
JP,GB,1713,Japan
JP,GD,657,Japan
JP,GE,394,Japan
JP,GF,383,Japan
JP,GH,1077,Japan
JP,GM,709,Japan
JP,GN,636,Japan
JP,GP,366,Japan
JP,GQ,357,Japan
JP,GR,719,Japan
JP,GT,152,Japan
JP,GU,19891,Japan
JP,GW,225,Japan
JP,GY,311,Japan
JP,HK,10246,Japan
JP,HN,161,Japan
JP,HR,608,Japan
JP,HT,164,Japan
JP,HU,793,Japan
JP,ID,1933,Japan
JP,IE,1513,Japan
JP,IM,1089,Japan
JP,IN,248,Japan
JP,IS,2033,Japan
JP,IT,1521,Japan
JP,JE,1398,Japan
JP,JM,1999,Japan
JP,JO,290,Japan
JP,JP,605235,Japan
JP,KE,417,Japan
JP,KG,695,Japan
JP,KH,6590,Japan
JP,KI,7008,Japan
JP,KM,109,Japan
JP,KR,8434,Japan
JP,KW,1972,Japan
JP,KY,3916,Japan
JP,KZ,346,Japan
JP,LA,2861,Japan
JP,LB,349,Japan
JP,LC,665,Japan
JP,LK,11183,Japan
JP,LR,559,Japan
JP,LS,178,Japan
JP,LT,618,Japan
JP,LU,2858,Japan
JP,LV,706,Japan
JP,LY,96,Japan
JP,MA,245,Japan
JP,MD,230,Japan
JP,ME,627,Japan
JP,MG,221,Japan
JP,MK,418,Japan
JP,ML,303,Japan
JP,MM,4046,Japan
JP,MN,13232,Japan
JP,MO,8758,Japan
JP,MQ,450,Japan
JP,MR,200,Japan
JP,MT,3301,Japan
JP,MU,589,Japan
JP,MV,3044,Japan
JP,MW,401,Japan
JP,MX,313,Japan
JP,MY,2566,Japan
JP,MZ,243,Japan
JP,NC,1221,Japan
JP,NE,229,Japan
JP,NG,406,Japan
JP,NI,169,Japan
JP,NL,1398,Japan
JP,NO,1298,Japan
JP,NP,15459,Japan
JP,NZ,5514,Japan
JP,OM,1245,Japan
JP,PA,401,Japan
JP,PE,1259,Japan
JP,PF,2163,Japan
JP,PG,455,Japan
JP,PH,6991,Japan
JP,PK,608,Japan
JP,PL,431,Japan
JP,PR,753,Japan
JP,PT,1181,Japan
JP,PY,1207,Japan
JP,QA,4034,Japan
JP,RE,410,Japan
JP,RO,521,Japan
JP,RS,572,Japan
JP,RW,422,Japan
JP,SA,1257,Japan
JP,SB,1163,Japan
JP,SC,1930,Japan
JP,SE,1445,Japan
JP,SG,10292,Japan
JP,SI,872,Japan
JP,SK,528,Japan
JP,SL,547,Japan
JP,SN,887,Japan
JP,SR,306,Japan
JP,ST,275,Japan
JP,SV,202,Japan
JP,SZ,191,Japan
JP,TD,111,Japan
JP,TG,411,Japan
JP,TH,3090,Japan
JP,TJ,514,Japan
JP,TL,1103,Japan
JP,TN,393,Japan
JP,TO,8925,Japan
JP,TR,426,Japan
JP,TT,825,Japan
JP,TW,8957,Japan
JP,TZ,398,Japan
JP,UA,358,Japan
JP,UG,932,Japan
JP,US,2328,Japan
JP,UY,415,Japan
JP,UZ,1016,Japan
JP,VC,417,Japan
JP,VN,17507,Japan
JP,VU,870,Japan
JP,WS,1464,Japan
JP,YT,93,Japan
JP,ZA,160,Japan
JP,ZM,308,Japan
JP,ZW,440,Japan
KR,AE,3160,"Korea, republic of"
KR,AF,572,"Korea, republic of"
KR,AG,357,"Korea, republic of"
KR,AL,312,"Korea, republic of"
KR,AM,312,"Korea, republic of"
KR,AO,242,"Korea, republic of"
KR,AR,343,"Korea, republic of"
KR,AT,1145,"Korea, republic of"
KR,AU,4343,"Korea, republic of"
KR,AW,353,"Korea, republic of"
KR,AZ,425,"Korea, republic of"
KR,BA,162,"Korea, republic of"
KR,BB,332,"Korea, republic of"
KR,BD,1444,"Korea, republic of"
KR,BE,749,"Korea, republic of"
KR,BF,252,"Korea, republic of"
KR,BG,511,"Korea, republic of"
KR,BH,2660,"Korea, republic of"
KR,BI,693,"Korea, republic of"
KR,BJ,337,"Korea, republic of"
KR,BN,3119,"Korea, republic of"
KR,BO,430,"Korea, republic of"
KR,BR,262,"Korea, republic of"
KR,BS,636,"Korea, republic of"
KR,BT,1732,"Korea, republic of"
KR,BW,292,"Korea, republic of"
KR,BY,812,"Korea, republic of"
KR,BZ,317,"Korea, republic of"
KR,CA,3676,"Korea, republic of"
KR,CD,265,"Korea, republic of"
KR,CF,511,"Korea, republic of"
KR,CG,361,"Korea, republic of"
KR,CH,1968,"Korea, republic of"
KR,CI,278,"Korea, republic of"
KR,CL,369,"Korea, republic of"
KR,CM,737,"Korea, republic of"
KR,CO,288,"Korea, republic of"
KR,CR,466,"Korea, republic of"
KR,CV,355,"Korea, republic of"
KR,CW,315,"Korea, republic of"
KR,CY,2013,"Korea, republic of"
KR,CZ,836,"Korea, republic of"
KR,DE,1576,"Korea, republic of"
KR,DJ,295,"Korea, republic of"
KR,DK,881,"Korea, republic of"
KR,DO,263,"Korea, republic of"
KR,DZ,294,"Korea, republic of"
KR,EC,301,"Korea, republic of"
KR,EE,688,"Korea, republic of"
KR,EG,439,"Korea, republic of"
KR,ES,777,"Korea, republic of"
KR,ET,636,"Korea, republic of"
KR,FI,993,"Korea, republic of"
KR,FJ,1743,"Korea, republic of"
KR,FM,1504,"Korea, republic of"
KR,FR,915,"Korea, republic of"
KR,GA,762,"Korea, republic of"
KR,GB,1212,"Korea, republic of"
KR,GD,520,"Korea, republic of"
KR,GE,406,"Korea, republic of"
KR,GF,248,"Korea, republic of"
KR,GH,1290,"Korea, republic of"
KR,GM,1500,"Korea, republic of"
KR,GN,916,"Korea, republic of"
KR,GP,303,"Korea, republic of"
KR,GQ,798,"Korea, republic of"
KR,GR,616,"Korea, republic of"
KR,GT,267,"Korea, republic of"
KR,GU,13550,"Korea, republic of"
KR,GW,183,"Korea, republic of"
KR,GY,370,"Korea, republic of"
KR,HK,7227,"Korea, republic of"
KR,HN,223,"Korea, republic of"
KR,HR,508,"Korea, republic of"
KR,HT,229,"Korea, republic of"
KR,HU,785,"Korea, republic of"
KR,ID,1628,"Korea, republic of"
KR,IE,1239,"Korea, republic of"
KR,IM,744,"Korea, republic of"
KR,IN,215,"Korea, republic of"
KR,IS,1279,"Korea, republic of"
KR,IT,896,"Korea, republic of"
KR,JE,598,"Korea, republic of"
KR,JM,575,"Korea, republic of"
KR,JO,518,"Korea, republic of"
KR,JP,8434,"Korea, republic of"
KR,KE,429,"Korea, republic of"
KR,KG,4559,"Korea, republic of"
KR,KH,23210,"Korea, republic of"
KR,KI,1938,"Korea, republic of"
KR,KM,76,"Korea, republic of"
KR,KR,1758296,"Korea, republic of"
KR,KW,1911,"Korea, republic of"
KR,KY,1903,"Korea, republic of"
KR,KZ,3599,"Korea, republic of"
KR,LA,5113,"Korea, republic of"
KR,LB,512,"Korea, republic of"
KR,LC,425,"Korea, republic of"
KR,LK,14911,"Korea, republic of"
KR,LR,4150,"Korea, republic of"
KR,LS,147,"Korea, republic of"
KR,LT,503,"Korea, republic of"
KR,LU,1247,"Korea, republic of"
KR,LV,612,"Korea, republic of"
KR,LY,513,"Korea, republic of"
KR,MA,662,"Korea, republic of"
KR,MD,316,"Korea, republic of"
KR,ME,449,"Korea, republic of"
KR,MG,273,"Korea, republic of"
KR,MK,308,"Korea, republic of"
KR,ML,529,"Korea, republic of"
KR,MM,4279,"Korea, republic of"
KR,MN,50716,"Korea, republic of"
KR,MO,7041,"Korea, republic of"
KR,MQ,212,"Korea, republic of"
KR,MR,232,"Korea, republic of"
KR,MT,2130,"Korea, republic of"
KR,MU,509,"Korea, republic of"
KR,MV,2287,"Korea, republic of"
KR,MW,269,"Korea, republic of"
KR,MX,321,"Korea, republic of"
KR,MY,3422,"Korea, republic of"
KR,MZ,200,"Korea, republic of"
KR,NC,465,"Korea, republic of"
KR,NE,217,"Korea, republic of"
KR,NG,623,"Korea, republic of"
KR,NI,267,"Korea, republic of"
KR,NL,1075,"Korea, republic of"
KR,NO,1018,"Korea, republic of"
KR,NP,11842,"Korea, republic of"
KR,NZ,5652,"Korea, republic of"
KR,OM,1460,"Korea, republic of"
KR,PA,456,"Korea, republic of"
KR,PE,425,"Korea, republic of"
KR,PF,605,"Korea, republic of"
KR,PG,318,"Korea, republic of"
KR,PH,4125,"Korea, republic of"
KR,PK,941,"Korea, republic of"
KR,PL,408,"Korea, republic of"
KR,PR,995,"Korea, republic of"
KR,PT,724,"Korea, republic of"
KR,PY,690,"Korea, republic of"
KR,QA,3348,"Korea, republic of"
KR,RE,247,"Korea, republic of"
KR,RO,423,"Korea, republic of"
KR,RS,439,"Korea, republic of"
KR,RW,1010,"Korea, republic of"
KR,SA,1257,"Korea, republic of"
KR,SB,510,"Korea, republic of"
KR,SC,1447,"Korea, republic of"
KR,SE,1041,"Korea, republic of"
KR,SG,8800,"Korea, republic of"
KR,SI,618,"Korea, republic of"
KR,SK,521,"Korea, republic of"
KR,SL,1153,"Korea, republic of"
KR,SN,624,"Korea, republic of"
KR,SR,650,"Korea, republic of"
KR,ST,252,"Korea, republic of"
KR,SV,239,"Korea, republic of"
KR,SZ,366,"Korea, republic of"
KR,TD,169,"Korea, republic of"
KR,TG,694,"Korea, republic of"
KR,TH,13850,"Korea, republic of"
KR,TJ,2132,"Korea, republic of"
KR,TL,46261,"Korea, republic of"
KR,TN,582,"Korea, republic of"
KR,TO,531,"Korea, republic of"
KR,TR,441,"Korea, republic of"
KR,TT,409,"Korea, republic of"
KR,TW,5740,"Korea, republic of"
KR,TZ,484,"Korea, republic of"
KR,UA,516,"Korea, republic of"
KR,UG,992,"Korea, republic of"
KR,US,2439,"Korea, republic of"
KR,UY,330,"Korea, republic of"
KR,UZ,12121,"Korea, republic of"
KR,VC,233,"Korea, republic of"
KR,VN,11846,"Korea, republic of"
KR,VU,701,"Korea, republic of"
KR,WS,421,"Korea, republic of"
KR,YT,102,"Korea, republic of"
KR,ZA,346,"Korea, republic of"
KR,ZM,301,"Korea, republic of"
KR,ZW,351,"Korea, republic of"
NG,AE,22605,Nigeria
NG,AF,1608,Nigeria
NG,AG,7632,Nigeria
NG,AL,967,Nigeria
NG,AM,447,Nigeria
NG,AO,6228,Nigeria
NG,AR,612,Nigeria
NG,AT,1853,Nigeria
NG,AU,1399,Nigeria
NG,AW,1354,Nigeria
NG,AZ,1865,Nigeria
NG,BA,577,Nigeria
NG,BB,5004,Nigeria
NG,BD,1391,Nigeria
NG,BE,1185,Nigeria
NG,BF,11170,Nigeria
NG,BG,674,Nigeria
NG,BH,2685,Nigeria
NG,BI,11193,Nigeria
NG,BJ,63175,Nigeria
NG,BN,1228,Nigeria
NG,BO,408,Nigeria
NG,BR,1039,Nigeria
NG,BS,5634,Nigeria
NG,BT,1179,Nigeria
NG,BW,13973,Nigeria
NG,BY,1369,Nigeria
NG,BZ,2878,Nigeria
NG,CA,4568,Nigeria
NG,CD,8918,Nigeria
NG,CF,12404,Nigeria
NG,CG,10828,Nigeria
NG,CH,1558,Nigeria
NG,CI,13641,Nigeria
NG,CL,350,Nigeria
NG,CM,25289,Nigeria
NG,CO,705,Nigeria
NG,CR,959,Nigeria
NG,CV,3787,Nigeria
NG,CW,2090,Nigeria
NG,CY,35560,Nigeria
NG,CZ,424,Nigeria
NG,DE,2269,Nigeria
NG,DJ,2458,Nigeria
NG,DK,644,Nigeria
NG,DO,2441,Nigeria
NG,DZ,1383,Nigeria
NG,EC,566,Nigeria
NG,EE,2306,Nigeria
NG,EG,2611,Nigeria
NG,ES,1179,Nigeria
NG,ET,3195,Nigeria
NG,FI,1327,Nigeria
NG,FJ,2499,Nigeria
NG,FM,3589,Nigeria
NG,FR,1002,Nigeria
NG,GA,15336,Nigeria
NG,GB,6997,Nigeria
NG,GD,10238,Nigeria
NG,GE,943,Nigeria
NG,GF,2542,Nigeria
NG,GH,44997,Nigeria
NG,GM,27624,Nigeria
NG,GN,8002,Nigeria
NG,GP,1127,Nigeria
NG,GQ,48560,Nigeria
NG,GR,975,Nigeria
NG,GT,454,Nigeria
NG,GU,1741,Nigeria
NG,GW,5703,Nigeria
NG,GY,6940,Nigeria
NG,HK,846,Nigeria
NG,HN,861,Nigeria
NG,HR,522,Nigeria
NG,HT,5061,Nigeria
NG,HU,632,Nigeria
NG,ID,637,Nigeria
NG,IE,6559,Nigeria
NG,IM,1355,Nigeria
NG,IN,1277,Nigeria
NG,IS,1082,Nigeria
NG,IT,3427,Nigeria
NG,JE,1575,Nigeria
NG,JM,10698,Nigeria
NG,JO,1339,Nigeria
NG,JP,406,Nigeria
NG,KE,30748,Nigeria
NG,KG,733,Nigeria
NG,KH,1231,Nigeria
NG,KI,1629,Nigeria
NG,KM,2181,Nigeria
NG,KR,623,Nigeria
NG,KW,2371,Nigeria
NG,KY,5017,Nigeria
NG,KZ,857,Nigeria
NG,LA,1917,Nigeria
NG,LB,4173,Nigeria
NG,LC,7218,Nigeria
NG,LK,2284,Nigeria
NG,LR,60172,Nigeria
NG,LS,8277,Nigeria
NG,LT,773,Nigeria
NG,LU,1732,Nigeria
NG,LV,719,Nigeria
NG,LY,11741,Nigeria
NG,MA,2107,Nigeria
NG,MD,467,Nigeria
NG,ME,856,Nigeria
NG,MG,3055,Nigeria
NG,MK,854,Nigeria
NG,ML,12105,Nigeria
NG,MM,314,Nigeria
NG,MN,527,Nigeria
NG,MO,639,Nigeria
NG,MQ,855,Nigeria
NG,MR,5033,Nigeria
NG,MT,8085,Nigeria
NG,MU,2779,Nigeria
NG,MV,2052,Nigeria
NG,MW,15270,Nigeria
NG,MX,490,Nigeria
NG,MY,1687,Nigeria
NG,MZ,9964,Nigeria
NG,NC,186,Nigeria
NG,NE,82493,Nigeria
NG,NG,1623364,Nigeria
NG,NI,969,Nigeria
NG,NL,1363,Nigeria
NG,NO,772,Nigeria
NG,NP,815,Nigeria
NG,NZ,968,Nigeria
NG,OM,7656,Nigeria
NG,PA,784,Nigeria
NG,PE,385,Nigeria
NG,PF,207,Nigeria
NG,PG,6783,Nigeria
NG,PH,1781,Nigeria
NG,PK,2611,Nigeria
NG,PL,443,Nigeria
NG,PR,768,Nigeria
NG,PT,769,Nigeria
NG,PY,1146,Nigeria
NG,QA,6182,Nigeria
NG,RE,484,Nigeria
NG,RO,1084,Nigeria
NG,RS,788,Nigeria
NG,RW,16405,Nigeria
NG,SA,4387,Nigeria
NG,SB,3214,Nigeria
NG,SC,8251,Nigeria
NG,SE,1367,Nigeria
NG,SG,669,Nigeria
NG,SI,538,Nigeria
NG,SK,398,Nigeria
NG,SL,38502,Nigeria
NG,SN,9097,Nigeria
NG,SR,3899,Nigeria
NG,ST,9250,Nigeria
NG,SV,585,Nigeria
NG,SZ,12809,Nigeria
NG,TD,20529,Nigeria
NG,TG,52402,Nigeria
NG,TH,638,Nigeria
NG,TJ,1562,Nigeria
NG,TL,690,Nigeria
NG,TN,1580,Nigeria
NG,TO,4798,Nigeria
NG,TR,1726,Nigeria
NG,TT,5104,Nigeria
NG,TW,409,Nigeria
NG,TZ,23992,Nigeria
NG,UA,1398,Nigeria
NG,UG,22188,Nigeria
NG,US,3573,Nigeria
NG,UY,712,Nigeria
NG,UZ,1044,Nigeria
NG,VC,11904,Nigeria
NG,VN,490,Nigeria
NG,VU,1679,Nigeria
NG,WS,3327,Nigeria
NG,YT,1416,Nigeria
NG,ZA,8589,Nigeria
NG,ZM,22263,Nigeria
NG,ZW,7940,Nigeria
US,AE,3616,United states
US,AF,2308,United states
US,AG,56333,United states
US,AL,4589,United states
US,AM,3644,United states
US,AO,941,United states
US,AR,1488,United states
US,AT,2710,United states
US,AU,6142,United states
US,AW,13231,United states
US,AZ,620,United states
US,BA,3339,United states
US,BB,23977,United states
US,BD,754,United states
US,BE,2243,United states
US,BF,1800,United states
US,BG,2101,United states
US,BH,3445,United states
US,BI,2921,United states
US,BJ,1208,United states
US,BN,1224,United states
US,BO,1617,United states
US,BR,1511,United states
US,BS,49044,United states
US,BT,2513,United states
US,BW,1296,United states
US,BY,1454,United states
US,BZ,27538,United states
US,CA,10448,United states
US,CD,1805,United states
US,CF,2044,United states
US,CG,1711,United states
US,CH,4693,United states
US,CI,1273,United states
US,CL,2311,United states
US,CM,3308,United states
US,CO,3629,United states
US,CR,7802,United states
US,CV,30562,United states
US,CW,8528,United states
US,CY,3522,United states
US,CZ,1278,United states
US,DE,3230,United states
US,DJ,4140,United states
US,DK,2982,United states
US,DO,30940,United states
US,DZ,406,United states
US,EC,6536,United states
US,EE,1818,United states
US,EG,832,United states
US,ES,3316,United states
US,ET,3939,United states
US,FI,2147,United states
US,FJ,5227,United states
US,FM,84128,United states
US,FR,1791,United states
US,GA,1693,United states
US,GB,5261,United states
US,GD,46366,United states
US,GE,1871,United states
US,GF,7401,United states
US,GH,5357,United states
US,GM,11569,United states
US,GN,3058,United states
US,GP,4467,United states
US,GQ,3405,United states
US,GR,3180,United states
US,GT,20582,United states
US,GU,75896,United states
US,GW,1122,United states
US,GY,35645,United states
US,HK,3248,United states
US,HN,35318,United states
US,HR,1992,United states
US,HT,24020,United states
US,HU,1472,United states
US,ID,324,United states
US,IE,6761,United states
